30B;29;45401;45600;11177;11407;8907;13031;13404;13404
30B;29;45601;45800;11275;11494;8994;13128;13502;13502
30B;29;45801;46000;11373;11581;9081;13224;13600;13600
30B;29;46001;46200;11471;11668;9168;13321;13698;13698
30B;29;46201;46400;11569;11755;9255;13418;13796;13796
30B;29;46401;46600;11667;11842;9342;13514;13894;13894
30B;29;46601;46800;11765;11929;9429;13611;13992;13992
30B;29;46801;47000;11863;12016;9516;13707;14090;14090
30B;29;47001;47200;11961;12103;9603;13804;14188;14188
30B;29;47201;47400;12059;12190;9690;13901;14286;14286
30B;29;47401;47600;12157;12277;9777;13997;14384;14384
30B;29;47601;47800;12255;12364;9864;14094;14482;14482
30B;29;47801;48000;12353;12444;9944;14190;14580;14580
30B;29;48001;48200;12451;12546;10046;14287;14678;14678
30B;29;48201;48400;12549;12649;10149;14384;14776;14776
30B;29;48401;48600;12647;12751;10251;14480;14874;14874
30B;29;48601;48800;12745;12853;10353;14577;14972;14972
30B;29;48801;49000;12843;12955;10455;14673;15070;15070
30B;29;49001;49200;12941;13057;10557;14770;15168;15168
30B;29;49201;49400;13039;13159;10659;14867;15266;15266
30B;29;49401;49600;13137;13261;10761;14963;15364;15364
30B;29;49601;49800;13235;13363;10863;15060;15462;15462
30B;29;49801;50000;13333;13469;10969;15156;15560;15560
30B;29;50001;50200;13431;13571;11077;15253;15658;15658
30B;29;50201;50400;13529;13673;11185;15350;15756;15756
30B;29;50401;50600;13627;13776;11294;15446;15854;15854
30B;29;50601;50800;13725;13878;11402;15543;15952;15952
30B;29;50801;51000;13823;13980;11510;15640;16050;16050
30B;29;51001;51200;13921;14082;11618;15736;16148;16148
30B;29;51201;51400;14019;14184;11726;15833;16246;16246
30B;29;51401;51600;14117;14286;11834;15929;16344;16344
30B;29;51601;51800;14215;14388;11942;16026;16442;16442
30B;29;51801;52000;14313;14490;12050;16123;16540;16540
30B;29;52001;52200;14411;14592;12158;16219;16638;16638
30B;29;52201;52400;14509;14698;12270;16316;16736;16736
30B;29;52401;52600;14607;14801;12379;16412;16834;16834
30B;29;52601;52800;14705;14903;12487;16509;16932;16932
30B;29;52801;53000;14803;15005;12595;16606;17030;17030
30B;29;53001;53200;14901;15107;12703;16702;17128;17128
30B;29;53201;53400;15000;15209;12811;16799;17226;17226
30B;29;53401;53600;15104;15311;12919;16895;17324;17324
30B;29;53601;53800;15208;15413;13027;16992;17422;17422
30B;29;53801;54000;15312;15515;13135;17089;17520;17520
30B;29;54001;54200;15416;15617;13243;17185;17618;17618
30B;29;54201;54400;15520;15719;13351;17282;17716;17716
30B;29;54401;54600;15624;15821;13459;17378;17814;17814
30B;29;54601;54800;15728;15923;13567;17475;17912;17912
30B;29;54801;55000;15832;16030;13680;17572;18010;18010
30B;29;55001;55200;15936;16132;13788;17668;18108;18108
30B;29;55201;55400;16040;16234;13896;17765;18206;18206
30B;29;55401;55600;16144;16336;14004;17861;18304;18304
30B;29;55601;55800;16248;16438;14112;17958;18402;18402
30B;29;55801;56000;16352;16540;14220;18055;18500;18500
30B;29;56001;56200;16456;16642;14328;18151;18598;18598
30B;29;56201;56400;16560;16744;14436;18248;18696;18696
30B;29;56401;56600;16664;16846;14544;18345;18794;18794
30B;29;56601;56800;16768;16948;14652;18441;18892;18892
30B;29;56801;57000;16872;17050;14760;18538;18990;18990
